instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8991,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,165
8992,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,234
8993,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,224
8994,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,188
8995,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,206
8996,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,205
8997,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,146
8998,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,120
8999,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,110
9000,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,95
9001,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,72
9002,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,60
9003,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,29
9004,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,25
9005,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,20
9006,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,17
9007,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0,3
9008,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,8
9009,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,6
9010,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,13
9011,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,33
9012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,78
9013,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,96
9014,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,126
9015,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,179
9016,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,185
9017,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,228
9018,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,181
9019,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,192
9020,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,180
9021,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,193
9022,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,181
9023,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,144
9024,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,90
9025,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49
9026,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,43
9027,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,28
9028,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,12
9029,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2
9030,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12
9031,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,2
9032,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,13
9033,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,57
9034,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,126
9035,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,93
9036,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,68
9037,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,62
9038,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,75
9039,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,86
9040,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,103
9041,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132
9042,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,129
9043,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,219
9044,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,462
9045,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,463
9046,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,308
9047,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,180
9048,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,180
9049,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,90
9050,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,61
9051,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,17
9052,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,10
9053,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,2
9054,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,4
9055,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1
9056,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,29
9057,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,88
9058,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,263
9059,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,489
9060,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,202
9061,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,93
9062,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,114
9063,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,161
9064,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,130
9065,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,105
9066,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,130
9067,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176
9068,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,346
9069,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,355
9070,1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,256
9071,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,165
9072,1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,124
9073,1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,78
9074,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,38
9075,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,16
9076,1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,5
9077,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3
9078,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,4
9079,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1
9080,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19
9081,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86
9082,1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,206
9083,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,423
9084,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0,210
9085,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,108
9086,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,99
9087,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,111
9088,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,124
9089,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119
9090,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,127
9091,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,193
9092,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,385
9093,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,361
9094,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,234
9095,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,191
9096,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,121
9097,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90
9098,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,56
9099,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,27
9100,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,15
9101,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11
9102,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,4
9103,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,3
9104,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,19
9105,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,68
9106,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,185
9107,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,425
9108,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,263
9109,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,97
9110,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,123
9111,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,124
9112,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,156
9113,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,115
9114,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,156
9115,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,174
9116,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349
9117,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,301
9118,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,192
9119,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,142
9120,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,104
9121,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,72
9122,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,38
9123,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,24
9124,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,23
9125,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0,26
9126,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,13
9127,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,1
9128,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,2
9129,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,1
9130,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,13
9131,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,25
9132,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,42
9133,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,45
9134,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,63
9135,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,67
9136,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,76
9137,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,95
9138,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,119
9139,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,118
9140,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,106
9141,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,110
9142,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,85
9143,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,67
9144,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,69
9145,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,59
9146,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,52
9147,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,52
9148,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,50
9149,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,47
9150,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,21
9151,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,2
9152,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,3
9153,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,4
9154,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,13
9155,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,32
9156,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,63
9157,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,129
9158,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,133
9159,1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,185
9160,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,199
9161,1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,182
9162,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,176
9163,1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,155
9164,1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,108
9165,1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,121
9166,1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,89
9167,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,74
9168,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,44
9169,1,1,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,58
9170,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,37
9171,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0,19
9172,1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,4
9173,1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,2
9174,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0,1
9175,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0,1
9176,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0,19
9177,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0,42
9178,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0,122
9179,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,272
9180,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,211
9181,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0,149
9182,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,62
9183,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0,62
9184,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,37
9185,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,61
9186,1,1,1,15,0,1,1,2,0.22,0.2121,1,0.2239,74
9187,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,122
9188,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,276
9189,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,282
9190,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,220
9191,1,1,1,20,0,1,1,2,0.26,0.2576,1,0.1642,169
9192,1,1,1,21,0,1,1,2,0.26,0.2424,1,0.2836,120
9193,1,1,1,22,0,1,1,2,0.26,0.2424,1,0.2836,68
9194,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,37
9195,1,1,1,0,0,2,1,2,0.3,0.2879,1,0.2836,25
9196,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,9
9197,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,8
9198,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,3
9199,1,1,1,4,0,2,1,2,0.3,0.3182,1,0.0896,2
9200,1,1,1,5,0,2,1,2,0.3,0.3182,1,0.0896,26
9201,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,89
9202,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,232
9203,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,490
9204,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,255
9205,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,116
9206,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,153
9207,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,175
9208,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,203
9209,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,173
9210,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,208
9211,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,278
9212,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,515
9213,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,423
9214,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,331
9215,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0,229
9216,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0,172
9217,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0,125
9218,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0,99
9219,1,1,1,0,0,3,1,1,0.26,0.303,0.93,0,31
9220,1,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,13
9221,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,6
9222,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,1
9223,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,4
9224,1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,33
9225,1,1,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,88
9226,1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,257
9227,1,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,513
9228,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,236
9229,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,141
9230,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,157
9231,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,193
9232,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,212
9233,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,160
9234,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0,155
9235,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,246
9236,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,470
9237,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,439
9238,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0,316
9239,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,235
9240,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0,185
9241,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,113
9242,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0,66
9243,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,25
9244,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0,21
9245,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,7
9246,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,6
9247,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0,3
9248,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,28
9249,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0,88
9250,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,239
9251,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,530
9252,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0,274
9253,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,108
9254,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,111
9255,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,165
9256,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0,173
9257,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,128
9258,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,164
9259,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,224
9260,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0,413
9261,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0,406
9262,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,313
9263,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,224
9264,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,192
9265,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,142
9266,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0,91
9267,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,38
9268,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,29
9269,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,13
9270,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,8
9271,1,1,1,4,0,5,1,2,0.4,0.4091,1,0.2985,4
9272,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,24
9273,1,1,1,6,0,5,1,2,0.42,0.4242,1,0.3284,72
9274,1,1,1,7,0,5,1,2,0.42,0.4242,1,0.2985,134
9275,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,220
9276,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,107
9277,1,1,1,10,0,5,1,3,0.48,0.4697,1,0.1642,126
9278,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,105
9279,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,180
9280,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,201
9281,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,176
9282,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,197
9283,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,267
9284,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,422
9285,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,383
9286,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,251
9287,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,159
9288,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,135
9289,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,119
9290,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,86
9291,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,69
9292,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,58
9293,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0,41
9294,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,17
9295,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,8
9296,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,10
9297,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0,15
9298,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0,31
9299,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,91
9300,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0,158
9301,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,191
9302,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,296
9303,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,314
9304,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,373
9305,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,362
9306,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,410
9307,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,407
9308,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,290
9309,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,241
9310,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,206
9311,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,120
9312,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,127
9313,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,103
9314,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,85
9315,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,96
9316,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,73
9317,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,51
9318,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,21
9319,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0,5
9320,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,7
9321,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,5
9322,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,12
9323,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,70
9324,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,111
9325,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,191
9326,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,255
9327,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,288
9328,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,316
9329,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,280
9330,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,310
9331,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,322
9332,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,234
9333,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,168
9334,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,159
9335,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,111
9336,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,69
9337,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,64
9338,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,25
9339,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,10
9340,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,9
9341,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,7
9342,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,4
9343,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,5
9344,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,26
9345,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,80
9346,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,225
9347,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,493
9348,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,198
9349,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,85
9350,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0,99
9351,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,134
9352,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,132
